,Sample,Cluster
300,TCGA-AQ-A0Y5-01,5
301,TCGA-AQ-A1H2-01,5
302,TCGA-AQ-A1H3-01,0
303,TCGA-AQ-A54O-01,5
304,TCGA-AR-A0TS-01,0
305,TCGA-AR-A0TU-01,0
306,TCGA-AR-A0TX-01,5
307,TCGA-AR-A0TY-01,5
308,TCGA-AR-A0U0-01,0
309,TCGA-AR-A0U2-01,1
310,TCGA-AR-A0U3-01,5
311,TCGA-AR-A1AH-01,0
312,TCGA-AR-A1AI-01,0
313,TCGA-AR-A1AJ-01,0
314,TCGA-AR-A1AK-01,0
315,TCGA-AR-A1AL-01,0
316,TCGA-AR-A1AN-01,0
317,TCGA-AR-A1AO-01,0
318,TCGA-AR-A1AP-01,5
319,TCGA-AR-A1AQ-01,0
320,TCGA-AR-A1AR-01,0
321,TCGA-AR-A1AS-01,5
322,TCGA-AR-A1AT-01,5
323,TCGA-AR-A1AU-01,0
324,TCGA-AR-A1AV-01,5
325,TCGA-AR-A1AW-01,0
326,TCGA-AR-A1AX-01,0
327,TCGA-AR-A1AY-01,0
328,TCGA-AR-A24H-01,5
329,TCGA-AR-A24K-01,5
330,TCGA-AR-A24L-01,1
331,TCGA-AR-A24M-01,0
332,TCGA-AR-A24N-01,5
333,TCGA-AR-A24O-01,0
334,TCGA-AR-A24P-01,0
335,TCGA-AR-A24Q-01,0
336,TCGA-AR-A24R-01,5
337,TCGA-AR-A24S-01,0
338,TCGA-AR-A24T-01,0
339,TCGA-AR-A24U-01,0
340,TCGA-AR-A24V-01,0
341,TCGA-AR-A24W-01,0
342,TCGA-AR-A24X-01,5
343,TCGA-AR-A24Z-01,5
344,TCGA-AR-A250-01,5
345,TCGA-AR-A251-01,0
346,TCGA-AR-A252-01,0
347,TCGA-AR-A254-01,0
348,TCGA-AR-A255-01,0
349,TCGA-AR-A256-01,0
350,TCGA-AR-A2LE-01,0
351,TCGA-AR-A2LH-01,0
352,TCGA-AR-A2LK-01,5
353,TCGA-AR-A2LL-01,5
354,TCGA-AR-A2LM-01,0
355,TCGA-AR-A2LN-01,0
356,TCGA-AR-A2LO-01,0
357,TCGA-AR-A2LQ-01,0
358,TCGA-AR-A2LR-01,0
359,TCGA-AR-A5QM-01,5
360,TCGA-AR-A5QN-01,0
361,TCGA-AR-A5QP-01,0
362,TCGA-AR-A5QQ-01,0
363,TCGA-B6-A0I1-01,0
364,TCGA-B6-A0I2-01,0
365,TCGA-B6-A0I5-01,5
366,TCGA-B6-A0I6-01,0
367,TCGA-B6-A0I8-01,5
368,TCGA-B6-A0I9-01,5
369,TCGA-B6-A0IA-01,5
370,TCGA-B6-A0IB-01,5
371,TCGA-B6-A0IC-01,5
372,TCGA-B6-A0IE-01,5
373,TCGA-B6-A0IH-01,0
374,TCGA-B6-A0IJ-01,0
375,TCGA-B6-A0IK-01,0
376,TCGA-B6-A0IM-01,0
377,TCGA-B6-A0IN-01,5
378,TCGA-B6-A0RE-01,0
379,TCGA-B6-A0RG-01,5
380,TCGA-B6-A0RH-01,5
381,TCGA-B6-A0RI-01,5
382,TCGA-B6-A0RN-01,5
383,TCGA-B6-A0RO-01,5
384,TCGA-B6-A0RP-01,5
385,TCGA-B6-A0RQ-01,0
386,TCGA-B6-A0RT-01,0
387,TCGA-B6-A0RU-01,0
388,TCGA-B6-A0RV-01,5
389,TCGA-B6-A0WS-01,5
390,TCGA-B6-A0WT-01,5
391,TCGA-B6-A0WV-01,5
392,TCGA-B6-A0WW-01,5
393,TCGA-B6-A0WX-01,0
394,TCGA-B6-A0WY-01,0
395,TCGA-B6-A0WZ-01,5
396,TCGA-B6-A0X0-01,5
397,TCGA-B6-A0X1-01,0
398,TCGA-B6-A0X4-01,1
399,TCGA-B6-A0X5-01,5
400,TCGA-B6-A1KC-01,1
401,TCGA-B6-A1KF-01,0
402,TCGA-B6-A1KI-01,5
403,TCGA-B6-A1KN-01,5
404,TCGA-B6-A2IU-01,5
405,TCGA-B6-A401-01,0
406,TCGA-B6-A409-01,0
407,TCGA-B6-A40B-01,5
408,TCGA-B6-A40C-01,5
409,TCGA-BH-A0AU-01,5
410,TCGA-BH-A0AV-01,0
411,TCGA-BH-A0AW-01,5
412,TCGA-BH-A0AY-01,5
413,TCGA-BH-A0AZ-01,0
414,TCGA-BH-A0B0-01,0
415,TCGA-BH-A0B1-01,0
416,TCGA-BH-A0B3-01,0
417,TCGA-BH-A0B4-01,5
418,TCGA-BH-A0B5-01,5
419,TCGA-BH-A0B6-01,5
420,TCGA-BH-A0B7-01,0
421,TCGA-BH-A0B8-01,1
422,TCGA-BH-A0B9-01,0
423,TCGA-BH-A0BA-01,5
424,TCGA-BH-A0BC-01,0
425,TCGA-BH-A0BD-01,0
426,TCGA-BH-A0BF-01,0
427,TCGA-BH-A0BG-01,0
428,TCGA-BH-A0BJ-01,0
429,TCGA-BH-A0BL-01,0
430,TCGA-BH-A0BM-01,0
431,TCGA-BH-A0BO-01,0
432,TCGA-BH-A0BP-01,0
433,TCGA-BH-A0BQ-01,0
434,TCGA-BH-A0BR-01,0
435,TCGA-BH-A0BS-01,5
436,TCGA-BH-A0BT-01,5
437,TCGA-BH-A0BV-01,5
438,TCGA-BH-A0BW-01,0
439,TCGA-BH-A0BZ-01,5
440,TCGA-BH-A0C0-01,5
441,TCGA-BH-A0C1-01,5
442,TCGA-BH-A0C3-01,0
443,TCGA-BH-A0C7-01,0
444,TCGA-BH-A0DD-01,5
445,TCGA-BH-A0DE-01,0
446,TCGA-BH-A0DG-01,0
447,TCGA-BH-A0DH-01,5
448,TCGA-BH-A0DI-01,0
449,TCGA-BH-A0DK-01,0
450,TCGA-BH-A0DL-01,0
451,TCGA-BH-A0DO-01,0
452,TCGA-BH-A0DP-01,0
453,TCGA-BH-A0DQ-01,5
454,TCGA-BH-A0DS-01,5
455,TCGA-BH-A0DT-01,0
456,TCGA-BH-A0DV-01,0
457,TCGA-BH-A0DX-01,0
458,TCGA-BH-A0DZ-01,0
459,TCGA-BH-A0E0-01,0
460,TCGA-BH-A0E1-01,0
461,TCGA-BH-A0E2-01,0
462,TCGA-BH-A0E7-01,5
463,TCGA-BH-A0E9-01,0
464,TCGA-BH-A0EA-01,0
465,TCGA-BH-A0EB-01,0
466,TCGA-BH-A0EE-01,0
467,TCGA-BH-A0EI-01,0
468,TCGA-BH-A0GY-01,0
469,TCGA-BH-A0GZ-01,0
470,TCGA-BH-A0H0-01,5
471,TCGA-BH-A0H3-01,0
472,TCGA-BH-A0H5-01,0
473,TCGA-BH-A0H6-01,5
474,TCGA-BH-A0H7-01,5
475,TCGA-BH-A0H9-01,5
476,TCGA-BH-A0HA-01,0
477,TCGA-BH-A0HB-01,5
478,TCGA-BH-A0HF-01,0
479,TCGA-BH-A0HI-01,5
480,TCGA-BH-A0HK-01,0
481,TCGA-BH-A0HL-01,1
482,TCGA-BH-A0HN-01,5
483,TCGA-BH-A0HO-01,0
484,TCGA-BH-A0HP-01,5
485,TCGA-BH-A0HQ-01,5
486,TCGA-BH-A0HU-01,5
487,TCGA-BH-A0HW-01,5
488,TCGA-BH-A0HX-01,0
489,TCGA-BH-A0HY-01,5
490,TCGA-BH-A0RX-01,0
491,TCGA-BH-A0W3-01,5
492,TCGA-BH-A0W4-01,0
493,TCGA-BH-A0W5-01,0
494,TCGA-BH-A0W7-01,5
495,TCGA-BH-A0WA-01,0
496,TCGA-BH-A18F-01,5
497,TCGA-BH-A18G-01,0
498,TCGA-BH-A18H-01,5
499,TCGA-BH-A18I-01,0
500,TCGA-BH-A18J-01,0
501,TCGA-BH-A18K-01,5
502,TCGA-BH-A18L-01,5
503,TCGA-BH-A18M-01,0
504,TCGA-BH-A18N-01,5
505,TCGA-BH-A18P-01,5
506,TCGA-BH-A18Q-01,0
507,TCGA-BH-A18R-01,5
508,TCGA-BH-A18S-01,5
509,TCGA-BH-A18T-01,0
510,TCGA-BH-A18U-01,5
511,TCGA-BH-A18V-01,0
512,TCGA-BH-A1EN-01,0
513,TCGA-BH-A1EO-01,0
514,TCGA-BH-A1ES-01,0
515,TCGA-BH-A1ET-01,5
516,TCGA-BH-A1EU-01,0
517,TCGA-BH-A1EV-01,5
518,TCGA-BH-A1EW-01,5
519,TCGA-BH-A1EX-01,0
520,TCGA-BH-A1EY-01,5
521,TCGA-BH-A1F0-01,0
522,TCGA-BH-A1F2-01,0
523,TCGA-BH-A1F5-01,5
524,TCGA-BH-A1F6-01,0
525,TCGA-BH-A1F8-01,5
526,TCGA-BH-A1FC-01,0
527,TCGA-BH-A1FD-01,5
528,TCGA-BH-A1FE-01,0
529,TCGA-BH-A1FG-01,5
530,TCGA-BH-A1FH-01,0
531,TCGA-BH-A1FJ-01,5
532,TCGA-BH-A1FL-01,5
533,TCGA-BH-A1FM-01,0
534,TCGA-BH-A1FN-01,0
535,TCGA-BH-A1FR-01,1
536,TCGA-BH-A1FU-01,0
537,TCGA-BH-A201-01,0
538,TCGA-BH-A202-01,0
539,TCGA-BH-A203-01,0
540,TCGA-BH-A204-01,1
541,TCGA-BH-A208-01,0
542,TCGA-BH-A209-01,0
543,TCGA-BH-A28Q-01,5
544,TCGA-BH-A2L8-01,0
545,TCGA-BH-A42U-01,0
546,TCGA-BH-A42V-01,0
547,TCGA-BH-A5IZ-01,0
548,TCGA-BH-A5J0-01,5
549,TCGA-C8-A12K-01,0
550,TCGA-C8-A12L-01,0
551,TCGA-C8-A12M-01,5
552,TCGA-C8-A12N-01,5
553,TCGA-C8-A12O-01,0
554,TCGA-C8-A12P-01,0
555,TCGA-C8-A12Q-01,0
556,TCGA-C8-A12T-01,5
557,TCGA-C8-A12U-01,5
558,TCGA-C8-A12V-01,0
559,TCGA-C8-A12W-01,5
560,TCGA-C8-A12X-01,5
561,TCGA-C8-A12Y-01,5
562,TCGA-C8-A12Z-01,5
563,TCGA-C8-A130-01,5
564,TCGA-C8-A131-01,0
565,TCGA-C8-A132-01,0
566,TCGA-C8-A133-01,5
567,TCGA-C8-A134-01,0
568,TCGA-C8-A135-01,0
569,TCGA-C8-A137-01,5
570,TCGA-C8-A138-01,5
571,TCGA-C8-A1HE-01,5
572,TCGA-C8-A1HF-01,5
573,TCGA-C8-A1HG-01,1
574,TCGA-C8-A1HI-01,0
575,TCGA-C8-A1HJ-01,0
576,TCGA-C8-A1HK-01,5
577,TCGA-C8-A1HL-01,5
578,TCGA-C8-A1HM-01,5
579,TCGA-C8-A1HN-01,5
580,TCGA-C8-A1HO-01,5
581,TCGA-C8-A26V-01,5
582,TCGA-C8-A26W-01,0
583,TCGA-C8-A26X-01,0
584,TCGA-C8-A26Y-01,0
585,TCGA-C8-A26Z-01,5
586,TCGA-C8-A273-01,5
587,TCGA-C8-A274-01,5
588,TCGA-C8-A275-01,0
589,TCGA-C8-A278-01,0
590,TCGA-C8-A27A-01,1
591,TCGA-C8-A27B-01,0
592,TCGA-C8-A3M7-01,0
593,TCGA-C8-A3M8-01,5
594,TCGA-D8-A13Y-01,1
595,TCGA-D8-A13Z-01,0
596,TCGA-D8-A140-01,5
597,TCGA-D8-A141-01,0
598,TCGA-D8-A142-01,0
599,TCGA-D8-A143-01,0
600,TCGA-D8-A145-01,0
601,TCGA-D8-A146-01,0
602,TCGA-D8-A147-01,0
603,TCGA-D8-A1J8-01,0
604,TCGA-D8-A1J9-01,5
605,TCGA-D8-A1JA-01,0
606,TCGA-D8-A1JB-01,0
607,TCGA-D8-A1JC-01,5
608,TCGA-D8-A1JD-01,5
609,TCGA-D8-A1JE-01,5
610,TCGA-D8-A1JF-01,0
611,TCGA-D8-A1JG-01,0
612,TCGA-D8-A1JH-01,0
613,TCGA-D8-A1JI-01,5
614,TCGA-D8-A1JJ-01,0
615,TCGA-D8-A1JK-01,0
616,TCGA-D8-A1JL-01,0
617,TCGA-D8-A1JM-01,0
618,TCGA-D8-A1JN-01,5
619,TCGA-D8-A1JP-01,0
620,TCGA-D8-A1JS-01,5
621,TCGA-D8-A1JT-01,5
622,TCGA-D8-A1JU-01,0
623,TCGA-D8-A1X5-01,5
624,TCGA-D8-A1X6-01,5
625,TCGA-D8-A1X7-01,5
626,TCGA-D8-A1X8-01,5
627,TCGA-D8-A1X9-01,5
628,TCGA-D8-A1XA-01,5
629,TCGA-D8-A1XB-01,5
630,TCGA-D8-A1XC-01,5
631,TCGA-D8-A1XF-01,5
632,TCGA-D8-A1XG-01,1
633,TCGA-D8-A1XJ-01,0
634,TCGA-D8-A1XK-01,0
635,TCGA-D8-A1XL-01,5
636,TCGA-D8-A1XM-01,0
637,TCGA-D8-A1XO-01,5
638,TCGA-D8-A1XQ-01,0
639,TCGA-D8-A1XR-01,5
640,TCGA-D8-A1XS-01,5
641,TCGA-D8-A1XT-01,0
642,TCGA-D8-A1XU-01,0
643,TCGA-D8-A1XV-01,5
644,TCGA-D8-A1XW-01,0
645,TCGA-D8-A1XY-01,5
646,TCGA-D8-A1XZ-01,5
647,TCGA-D8-A1Y0-01,0
648,TCGA-D8-A1Y1-01,5
649,TCGA-D8-A1Y2-01,0
650,TCGA-D8-A1Y3-01,5
651,TCGA-D8-A27E-01,1
652,TCGA-D8-A27F-01,0
653,TCGA-D8-A27G-01,5
654,TCGA-D8-A27I-01,0
655,TCGA-D8-A27K-01,0
656,TCGA-D8-A27L-01,0
657,TCGA-D8-A27M-01,0
658,TCGA-D8-A27N-01,0
659,TCGA-D8-A27P-01,5
660,TCGA-D8-A27R-01,5
661,TCGA-D8-A27T-01,0
662,TCGA-D8-A27V-01,0
663,TCGA-D8-A27W-01,5
664,TCGA-D8-A3Z6-01,5
665,TCGA-D8-A4Z1-01,0
666,TCGA-E2-A10A-01,5
667,TCGA-E2-A10C-01,5
668,TCGA-E2-A14N-01,0
669,TCGA-E2-A14O-01,5
670,TCGA-E2-A14P-01,0
671,TCGA-E2-A14Q-01,5
672,TCGA-E2-A14R-01,0
673,TCGA-E2-A14T-01,1
674,TCGA-E2-A14V-01,5
675,TCGA-E2-A14W-01,5
676,TCGA-E2-A14X-01,0
677,TCGA-E2-A14Y-01,0
678,TCGA-E2-A14Z-01,5
679,TCGA-E2-A150-01,0
680,TCGA-E2-A152-01,5
681,TCGA-E2-A153-01,5
682,TCGA-E2-A154-01,5
683,TCGA-E2-A155-01,5
684,TCGA-E2-A156-01,5
685,TCGA-E2-A158-01,0
686,TCGA-E2-A159-01,0
687,TCGA-E2-A15A-01,5
688,TCGA-E2-A15C-01,5
689,TCGA-E2-A15D-01,0
690,TCGA-E2-A15E-01,5
691,TCGA-E2-A15G-01,5
692,TCGA-E2-A15H-01,5
693,TCGA-E2-A15I-01,0
694,TCGA-E2-A15J-01,5
695,TCGA-E2-A15K-01,5
696,TCGA-E2-A15L-01,5
697,TCGA-E2-A15M-01,0
698,TCGA-E2-A15O-01,5
699,TCGA-E2-A15P-01,0
700,TCGA-E2-A15R-01,5
701,TCGA-E2-A15S-01,5
702,TCGA-E2-A15T-01,5
703,TCGA-E2-A1AZ-01,0
704,TCGA-E2-A1B0-01,0
705,TCGA-E2-A1B1-01,0
706,TCGA-E2-A1B4-01,5
707,TCGA-E2-A1B5-01,0
708,TCGA-E2-A1B6-01,0
709,TCGA-E2-A1BC-01,5
710,TCGA-E2-A1BD-01,5
711,TCGA-E2-A1IE-01,5
712,TCGA-E2-A1IF-01,0
713,TCGA-E2-A1IG-01,0
714,TCGA-E2-A1IH-01,0
715,TCGA-E2-A1II-01,0
716,TCGA-E2-A1IJ-01,0
717,TCGA-E2-A1IK-01,0
718,TCGA-E2-A1IL-01,5
719,TCGA-E2-A1IN-01,5
720,TCGA-E2-A1IO-01,0
721,TCGA-E2-A1IU-01,5
722,TCGA-E2-A1L6-01,5
723,TCGA-E2-A1L7-01,1
724,TCGA-E2-A1L8-01,5
725,TCGA-E2-A1L9-01,0
726,TCGA-E2-A1LA-01,5
727,TCGA-E2-A1LB-01,5
728,TCGA-E2-A1LG-01,0
729,TCGA-E2-A1LH-01,0
730,TCGA-E2-A1LI-01,0
731,TCGA-E2-A1LK-01,0
732,TCGA-E2-A1LL-01,0
733,TCGA-E2-A1LS-01,0
734,TCGA-E2-A2P6-01,5
735,TCGA-E2-A56Z-01,5
736,TCGA-E2-A570-01,5
737,TCGA-E2-A573-01,0
738,TCGA-E2-A574-01,0
739,TCGA-E9-A1N3-01,1
740,TCGA-E9-A1N4-01,0
741,TCGA-E9-A1N5-01,5
742,TCGA-E9-A1N8-01,0
743,TCGA-E9-A1N9-01,0
744,TCGA-E9-A1NA-01,0
745,TCGA-E9-A1NC-01,0
746,TCGA-E9-A1ND-01,0
747,TCGA-E9-A1NE-01,0
748,TCGA-E9-A1NF-01,0
