,Sample,Cluster
542,TCGA-BH-A209-01,7
543,TCGA-BH-A28Q-01,7
544,TCGA-BH-A2L8-01,7
545,TCGA-BH-A42U-01,7
546,TCGA-BH-A42V-01,7
547,TCGA-BH-A5IZ-01,7
548,TCGA-BH-A5J0-01,7
549,TCGA-C8-A12K-01,7
550,TCGA-C8-A12L-01,7
551,TCGA-C8-A12M-01,7
552,TCGA-C8-A12N-01,7
553,TCGA-C8-A12O-01,7
554,TCGA-C8-A12P-01,7
555,TCGA-C8-A12Q-01,7
556,TCGA-C8-A12T-01,7
557,TCGA-C8-A12U-01,7
558,TCGA-C8-A12V-01,7
559,TCGA-C8-A12W-01,7
560,TCGA-C8-A12X-01,7
561,TCGA-C8-A12Y-01,7
562,TCGA-C8-A12Z-01,7
563,TCGA-C8-A130-01,7
564,TCGA-C8-A131-01,7
565,TCGA-C8-A132-01,7
566,TCGA-C8-A133-01,7
567,TCGA-C8-A134-01,7
568,TCGA-C8-A135-01,7
569,TCGA-C8-A137-01,7
570,TCGA-C8-A138-01,7
571,TCGA-C8-A1HE-01,7
572,TCGA-C8-A1HF-01,7
573,TCGA-C8-A1HG-01,7
574,TCGA-C8-A1HI-01,7
575,TCGA-C8-A1HJ-01,7
576,TCGA-C8-A1HK-01,7
577,TCGA-C8-A1HL-01,7
578,TCGA-C8-A1HM-01,7
579,TCGA-C8-A1HN-01,7
580,TCGA-C8-A1HO-01,7
581,TCGA-C8-A26V-01,7
582,TCGA-C8-A26W-01,7
583,TCGA-C8-A26X-01,7
584,TCGA-C8-A26Y-01,7
585,TCGA-C8-A26Z-01,7
586,TCGA-C8-A273-01,7
587,TCGA-C8-A274-01,7
588,TCGA-C8-A275-01,7
589,TCGA-C8-A278-01,7
590,TCGA-C8-A27A-01,7
591,TCGA-C8-A27B-01,7
592,TCGA-C8-A3M7-01,7
593,TCGA-C8-A3M8-01,7
594,TCGA-D8-A13Y-01,7
595,TCGA-D8-A13Z-01,7
596,TCGA-D8-A140-01,7
597,TCGA-D8-A141-01,7
598,TCGA-D8-A142-01,7
599,TCGA-D8-A143-01,7
600,TCGA-D8-A145-01,7
601,TCGA-D8-A146-01,7
602,TCGA-D8-A147-01,7
603,TCGA-D8-A1J8-01,7
604,TCGA-D8-A1J9-01,7
605,TCGA-D8-A1JA-01,7
606,TCGA-D8-A1JB-01,7
607,TCGA-D8-A1JC-01,7
608,TCGA-D8-A1JD-01,7
609,TCGA-D8-A1JE-01,7
610,TCGA-D8-A1JF-01,7
611,TCGA-D8-A1JG-01,7
612,TCGA-D8-A1JH-01,7
613,TCGA-D8-A1JI-01,7
614,TCGA-D8-A1JJ-01,7
615,TCGA-D8-A1JK-01,7
616,TCGA-D8-A1JL-01,7
617,TCGA-D8-A1JM-01,7
618,TCGA-D8-A1JN-01,7
619,TCGA-D8-A1JP-01,7
620,TCGA-D8-A1JS-01,7
621,TCGA-D8-A1JT-01,7
622,TCGA-D8-A1JU-01,7
623,TCGA-D8-A1X5-01,7
624,TCGA-D8-A1X6-01,7
625,TCGA-D8-A1X7-01,7
626,TCGA-D8-A1X8-01,7
627,TCGA-D8-A1X9-01,7
628,TCGA-D8-A1XA-01,7
629,TCGA-D8-A1XB-01,7
630,TCGA-D8-A1XC-01,7
631,TCGA-D8-A1XF-01,7
632,TCGA-D8-A1XG-01,7
633,TCGA-D8-A1XJ-01,7
634,TCGA-D8-A1XK-01,7
635,TCGA-D8-A1XL-01,7
636,TCGA-D8-A1XM-01,7
637,TCGA-D8-A1XO-01,7
638,TCGA-D8-A1XQ-01,7
639,TCGA-D8-A1XR-01,7
640,TCGA-D8-A1XS-01,7
641,TCGA-D8-A1XT-01,7
642,TCGA-D8-A1XU-01,7
643,TCGA-D8-A1XV-01,7
644,TCGA-D8-A1XW-01,7
645,TCGA-D8-A1XY-01,7
646,TCGA-D8-A1XZ-01,7
647,TCGA-D8-A1Y0-01,7
648,TCGA-D8-A1Y1-01,7
649,TCGA-D8-A1Y2-01,7
650,TCGA-D8-A1Y3-01,7
651,TCGA-D8-A27E-01,7
652,TCGA-D8-A27F-01,7
653,TCGA-D8-A27G-01,7
654,TCGA-D8-A27I-01,7
655,TCGA-D8-A27K-01,7
656,TCGA-D8-A27L-01,7
657,TCGA-D8-A27M-01,7
658,TCGA-D8-A27N-01,7
659,TCGA-D8-A27P-01,7
660,TCGA-D8-A27R-01,7
661,TCGA-D8-A27T-01,7
662,TCGA-D8-A27V-01,7
663,TCGA-D8-A27W-01,7
664,TCGA-D8-A3Z6-01,7
665,TCGA-D8-A4Z1-01,7
666,TCGA-E2-A10A-01,7
667,TCGA-E2-A10C-01,7
668,TCGA-E2-A14N-01,7
669,TCGA-E2-A14O-01,7
670,TCGA-E2-A14P-01,7
671,TCGA-E2-A14Q-01,7
672,TCGA-E2-A14R-01,7
673,TCGA-E2-A14T-01,7
674,TCGA-E2-A14V-01,7
675,TCGA-E2-A14W-01,7
676,TCGA-E2-A14X-01,7
677,TCGA-E2-A14Y-01,7
678,TCGA-E2-A14Z-01,7
679,TCGA-E2-A150-01,7
680,TCGA-E2-A152-01,7
681,TCGA-E2-A153-01,7
682,TCGA-E2-A154-01,7
683,TCGA-E2-A155-01,7
684,TCGA-E2-A156-01,7
685,TCGA-E2-A158-01,7
686,TCGA-E2-A159-01,7
687,TCGA-E2-A15A-01,7
688,TCGA-E2-A15C-01,7
689,TCGA-E2-A15D-01,7
690,TCGA-E2-A15E-01,7
691,TCGA-E2-A15G-01,7
692,TCGA-E2-A15H-01,7
693,TCGA-E2-A15I-01,7
694,TCGA-E2-A15J-01,7
695,TCGA-E2-A15K-01,7
696,TCGA-E2-A15L-01,7
697,TCGA-E2-A15M-01,7
698,TCGA-E2-A15O-01,7
699,TCGA-E2-A15P-01,7
700,TCGA-E2-A15R-01,7
701,TCGA-E2-A15S-01,7
702,TCGA-E2-A15T-01,7
703,TCGA-E2-A1AZ-01,7
704,TCGA-E2-A1B0-01,7
705,TCGA-E2-A1B1-01,7
706,TCGA-E2-A1B4-01,7
707,TCGA-E2-A1B5-01,7
708,TCGA-E2-A1B6-01,7
709,TCGA-E2-A1BC-01,7
710,TCGA-E2-A1BD-01,7
711,TCGA-E2-A1IE-01,7
712,TCGA-E2-A1IF-01,7
713,TCGA-E2-A1IG-01,7
714,TCGA-E2-A1IH-01,7
715,TCGA-E2-A1II-01,7
716,TCGA-E2-A1IJ-01,7
717,TCGA-E2-A1IK-01,7
718,TCGA-E2-A1IL-01,7
719,TCGA-E2-A1IN-01,7
720,TCGA-E2-A1IO-01,7
721,TCGA-E2-A1IU-01,7
722,TCGA-E2-A1L6-01,7
723,TCGA-E2-A1L7-01,7
724,TCGA-E2-A1L8-01,7
725,TCGA-E2-A1L9-01,7
726,TCGA-E2-A1LA-01,7
727,TCGA-E2-A1LB-01,7
728,TCGA-E2-A1LG-01,7
729,TCGA-E2-A1LH-01,7
730,TCGA-E2-A1LI-01,7
731,TCGA-E2-A1LK-01,7
732,TCGA-E2-A1LL-01,7
733,TCGA-E2-A1LS-01,7
734,TCGA-E2-A2P6-01,7
735,TCGA-E2-A56Z-01,7
736,TCGA-E2-A570-01,7
737,TCGA-E2-A573-01,7
738,TCGA-E2-A574-01,7
739,TCGA-E9-A1N3-01,7
740,TCGA-E9-A1N4-01,7
741,TCGA-E9-A1N5-01,7
742,TCGA-E9-A1N8-01,7
743,TCGA-E9-A1N9-01,7
744,TCGA-E9-A1NA-01,7
745,TCGA-E9-A1NC-01,7
746,TCGA-E9-A1ND-01,7
747,TCGA-E9-A1NE-01,7
