ACH-000710,6
ACH-001078,6
ACH-000589,8
ACH-000706,5
ACH-000894,4
ACH-000510,5
ACH-000314,5
ACH-000355,2
ACH-000506,2
ACH-000843,7
ACH-000390,7
ACH-000030,8
ACH-000886,4
ACH-000343,5
ACH-000525,2
ACH-000727,2
ACH-000530,5
ACH-000010,5
ACH-000695,2
ACH-000869,8
ACH-000826,8
ACH-000975,5
ACH-000662,4
ACH-000803,2
ACH-000033,8
ACH-000587,4
ACH-000951,8
ACH-000893,5
ACH-000454,7
ACH-000767,2
ACH-000639,7
ACH-000379,4
ACH-000431,2
ACH-000892,5
ACH-000627,5
ACH-000129,2
ACH-000705,7
ACH-000875,4
ACH-000712,2
ACH-000690,7
ACH-000912,5
ACH-000562,4
ACH-000559,2
ACH-000143,7
ACH-000800,2
ACH-000830,2
ACH-000729,2
ACH-000816,2
ACH-000891,5
ACH-000929,8
ACH-000747,5
ACH-000698,2
ACH-000945,5
ACH-000508,2
ACH-000035,8
ACH-000845,4
ACH-000392,4
ACH-000563,4
ACH-000585,7
ACH-000482,8
ACH-000900,5
ACH-000179,2
ACH-000416,5
ACH-000638,4
ACH-000015,5
ACH-000840,5
ACH-000257,2
ACH-000012,4
ACH-000890,5
ACH-000327,8
ACH-000150,4
ACH-000670,5
ACH-000665,5
ACH-000703,2
ACH-000298,2
ACH-001075,7
ACH-000718,4
ACH-000841,4
ACH-000787,5
ACH-000066,4
ACH-000921,5
ACH-000594,2
ACH-000290,2
ACH-000382,2
ACH-000868,4
ACH-000523,2
ACH-000378,5
ACH-000837,8
ACH-000586,2
ACH-000358,2
ACH-000980,2
ACH-000844,2
ACH-000297,2
ACH-000925,6
ACH-000521,5
ACH-000590,4
ACH-000447,4
ACH-000774,8
ACH-000669,4
ACH-000866,7
ACH-000780,2
ACH-000901,5
ACH-000399,2
ACH-000924,5
ACH-000442,5
ACH-000610,2
ACH-000309,5
ACH-000733,4
ACH-000870,2
ACH-000666,5
ACH-000264,5
ACH-000790,2
ACH-000282,5
ACH-000628,4
ACH-000451,8
ACH-000292,5
ACH-000867,8
ACH-000062,5
ACH-000871,2
ACH-000121,5
ACH-000781,5
ACH-000888,5
ACH-000791,4
ACH-000109,4
ACH-000789,2
ACH-000186,4
ACH-000785,8
ACH-000737,2
ACH-000395,7
ACH-000659,2
ACH-000743,2
ACH-000860,4
ACH-000434,5
ACH-000161,4
ACH-000021,8
ACH-000775,4
ACH-000414,5
ACH-000766,7
ACH-000394,2
ACH-000675,4
ACH-000744,8
ACH-000514,2
ACH-000578,4
ACH-000916,8
ACH-000603,2
ACH-000904,2
ACH-000261,5
ACH-001239,0
ACH-001563,5
ACH-000899,0
ACH-001328,7
ACH-001645,0
ACH-001568,0
ACH-001521,7
ACH-000765,0
ACH-001524,8
ACH-001566,0
ACH-000915,0
ACH-001550,5
ACH-000750,5
ACH-001523,7
ACH-001522,0
ACH-000450,0
ACH-000827,0
ACH-000650,0
ACH-000572,0
ACH-000881,0
ACH-000987,0
ACH-000968,0
ACH-000810,0
ACH-001552,5
ACH-000801,0
ACH-000580,0
ACH-000614,0
ACH-000579,0
ACH-000931,0
ACH-000788,0
ACH-000404,0
ACH-000425,0
ACH-000730,0
ACH-000304,0
ACH-000477,0
ACH-000322,0
ACH-000219,0
ACH-000661,0
ACH-000582,0
ACH-000812,0
ACH-000882,0
ACH-000814,0
ACH-000441,0
ACH-000465,0
ACH-000274,0
ACH-000615,0
ACH-000884,0
ACH-000550,5
ACH-000805,0
ACH-000401,0
ACH-000423,0
ACH-000822,0
ACH-000458,7
ACH-000632,0
ACH-000348,5
ACH-001190,0
ACH-000644,0
ACH-000014,0
ACH-000799,0
ACH-000640,0
