ACH-001396,5
ACH-001392,5
ACH-001391,2
ACH-000568,5
ACH-000910,5
ACH-000097,5
ACH-001390,0
ACH-000711,0
ACH-000721,2
ACH-000148,2
ACH-000212,2
ACH-000768,2
ACH-000755,5
ACH-000668,0
ACH-000934,5
ACH-000828,5
ACH-000288,2
ACH-000330,5
ACH-000927,5
ACH-000859,0
ACH-000258,5
ACH-000554,5
ACH-000849,0
ACH-000277,5
ACH-000147,5
ACH-000691,0
ACH-000725,5
ACH-000019,5
ACH-000017,5
ACH-000028,5
ACH-000856,2
ACH-000857,0
ACH-000248,5
ACH-000374,0
ACH-000642,0
ACH-000902,5
ACH-000573,2
ACH-000759,5
ACH-000876,5
ACH-000930,0
ACH-000699,2
ACH-000643,0
ACH-000536,0
ACH-000783,5
ACH-000818,5
ACH-000044,5
ACH-000223,0
ACH-000117,5
ACH-000276,0
ACH-000111,0
ACH-000196,0
ACH-000621,2
ACH-000624,0
ACH-000352,5
ACH-000349,5
ACH-000470,4
ACH-000958,4
ACH-000820,4
ACH-000991,4
ACH-001458,4
ACH-000489,4
ACH-000970,4
ACH-001456,4
ACH-000935,2
ACH-001460,4
ACH-000421,4
ACH-001454,0
ACH-000943,2
ACH-001399,4
ACH-000959,4
ACH-000552,4
ACH-000997,4
ACH-000971,0
ACH-000722,4
ACH-000680,4
ACH-000842,0
ACH-000926,4
ACH-000403,0
ACH-000708,4
ACH-000400,4
ACH-000007,4
ACH-000957,4
ACH-000989,4
ACH-000798,4
ACH-000009,4
ACH-000963,4
ACH-000491,2
ACH-000986,4
ACH-000236,4
ACH-000985,4
ACH-000651,0
ACH-000360,4
ACH-000467,4
ACH-000501,0
ACH-000532,4
ACH-000003,4
ACH-000982,4
ACH-000998,4
ACH-000252,4
ACH-000999,4
ACH-000969,4
ACH-000381,4
ACH-000253,4
ACH-000955,4
ACH-000950,4
ACH-000350,0
ACH-000249,4
ACH-000089,4
ACH-000683,0
ACH-000286,4
ACH-000412,0
ACH-000202,2
ACH-000342,4
ACH-000565,4
ACH-000895,4
ACH-000967,0
ACH-000296,0
ACH-000813,0
ACH-000677,2
ACH-001041,3
ACH-000858,0
ACH-000667,2
ACH-000769,0
ACH-000575,2
ACH-000681,2
ACH-000749,1
ACH-000878,2
ACH-000528,0
ACH-000367,2
ACH-000511,2
ACH-000779,0
ACH-000311,0
ACH-000752,2
ACH-000731,2
ACH-000438,0
ACH-000481,0
ACH-000851,0
ACH-000872,2
ACH-000496,2
ACH-000176,2
ACH-000339,2
ACH-000251,2
ACH-000187,1
ACH-000596,0
