ACH-001396,2
ACH-001392,2
ACH-001391,4
ACH-000568,2
ACH-000910,2
ACH-000097,2
ACH-001390,6
ACH-000711,6
ACH-000721,4
ACH-000148,3
ACH-000212,4
ACH-000768,4
ACH-000755,2
ACH-000668,2
ACH-000934,2
ACH-000828,2
ACH-000288,4
ACH-000330,2
ACH-000927,2
ACH-000859,6
ACH-000258,1
ACH-000554,2
ACH-000849,2
ACH-000277,2
ACH-000147,2
ACH-000691,2
ACH-000725,2
ACH-000019,2
ACH-000017,2
ACH-000028,2
ACH-000856,1
ACH-000857,6
ACH-000248,2
ACH-000374,6
ACH-000642,6
ACH-000902,1
ACH-000573,4
ACH-000759,2
ACH-000876,2
ACH-000930,6
ACH-000699,4
ACH-000643,6
ACH-000536,6
ACH-000783,2
ACH-000818,1
ACH-000044,0
ACH-000223,2
ACH-000117,2
ACH-000276,1
ACH-000111,1
ACH-000196,2
ACH-000621,4
ACH-000624,6
ACH-000352,1
ACH-000349,1
ACH-000470,2
ACH-000958,2
ACH-000820,2
ACH-000991,2
ACH-001458,2
ACH-000489,2
ACH-000970,2
ACH-001456,2
ACH-000935,3
ACH-001460,2
ACH-000421,2
ACH-001454,2
ACH-000943,6
ACH-001399,6
ACH-000959,2
ACH-000552,2
ACH-000997,2
ACH-000971,6
ACH-000722,2
ACH-000680,2
ACH-000842,6
ACH-000926,2
ACH-000403,2
ACH-000708,2
ACH-000400,2
ACH-000007,2
ACH-000957,2
ACH-000989,2
ACH-000798,2
ACH-000009,2
ACH-000963,2
ACH-000491,1
ACH-000986,2
ACH-000236,2
ACH-000985,2
ACH-000651,2
ACH-000360,2
ACH-000467,2
ACH-000501,6
ACH-000532,2
ACH-000003,2
ACH-000982,2
ACH-000998,2
ACH-000252,2
ACH-000999,2
ACH-000969,2
ACH-000381,2
ACH-000253,2
ACH-000955,2
ACH-000950,2
ACH-000350,2
ACH-000249,2
ACH-000089,2
ACH-000683,2
ACH-000286,2
ACH-000412,6
ACH-000202,1
ACH-000342,2
ACH-000565,2
ACH-000895,2
ACH-000967,2
ACH-000296,2
ACH-000813,6
ACH-000677,4
ACH-001041,4
ACH-000858,6
ACH-000667,4
ACH-000769,1
ACH-000575,4
ACH-000681,4
ACH-000749,1
ACH-000878,6
ACH-000528,6
ACH-000367,4
ACH-000511,4
ACH-000779,6
ACH-000311,6
ACH-000752,4
ACH-000731,4
ACH-000438,6
ACH-000481,2
ACH-000851,2
ACH-000872,6
ACH-000496,4
ACH-000176,4
ACH-000339,4
ACH-000251,4
ACH-000187,0
ACH-000596,6
ACH-000852,2
ACH-000463,4
ACH-000825,4
ACH-000853,1
ACH-000672,4
ACH-000444,4
ACH-000448,6
ACH-000515,5
ACH-001386,5
ACH-000553,6
ACH-000757,6
ACH-000029,6
ACH-000064,6
ACH-000700,4
ACH-000337,2
ACH-000861,4
ACH-000710,2
ACH-001078,2
ACH-000589,2
ACH-000706,6
ACH-000894,6
ACH-000510,4
ACH-000314,4
ACH-000355,0
ACH-000506,5
ACH-000843,6
ACH-000390,2
ACH-000030,6
ACH-000886,6
ACH-000343,1
ACH-000525,5
ACH-000727,0
ACH-000530,1
ACH-000010,1
ACH-000695,5
ACH-000869,6
ACH-000826,6
ACH-000975,4
ACH-000662,6
ACH-000803,5
ACH-000033,2
ACH-000587,4
ACH-000951,2
ACH-000893,6
ACH-000454,6
ACH-000767,5
ACH-000639,1
ACH-000379,2
ACH-000431,5
ACH-000892,4
ACH-000627,4
ACH-000129,1
ACH-000705,1
ACH-000875,6
ACH-000712,0
ACH-000690,6
ACH-000912,4
ACH-000562,6
ACH-000559,5
ACH-000143,1
ACH-000800,0
ACH-000830,5
ACH-000729,5
ACH-000816,0
ACH-000891,4
ACH-000929,2
ACH-000747,4
ACH-000698,0
ACH-000945,4
ACH-000508,5
ACH-000035,6
ACH-000845,6
ACH-000392,6
ACH-000563,6
ACH-000585,6
ACH-000482,2
ACH-000900,4
ACH-000179,5
ACH-000416,4
ACH-000638,2
ACH-000015,1
ACH-000840,4
ACH-000257,5
ACH-000012,6
ACH-000890,4
ACH-000327,6
ACH-000150,2
ACH-000670,1
ACH-000665,4
ACH-000703,5
ACH-000298,5
ACH-001075,6
ACH-000718,6
ACH-000841,6
ACH-000787,4
ACH-000066,2
ACH-000921,4
ACH-000594,5
ACH-000290,5
ACH-000382,5
ACH-000868,2
ACH-000523,5
ACH-000378,4
ACH-000837,6
ACH-000586,5
ACH-000358,5
ACH-000980,0
ACH-000844,0
ACH-000297,5
ACH-000925,2
ACH-000521,4
ACH-000590,6
ACH-000447,4
ACH-000774,6
ACH-000669,6
ACH-000866,1
ACH-000780,5
ACH-000901,4
ACH-000399,5
ACH-000924,4
ACH-000442,4
ACH-000610,5
ACH-000309,4
ACH-000733,6
ACH-000870,5
ACH-000666,6
ACH-000264,4
ACH-000790,0
ACH-000282,4
ACH-000628,6
ACH-000451,6
ACH-000292,1
ACH-000867,2
ACH-000062,4
