ClustMethod,Drug,Group_Pair,padj_1,diff,lwr,upr,padj_2
1,menadione-bisulfite_2.596350183_BRD-A19777893-236-01-9,G_6-3,1.47856366090604e-05,0.428797045871171,0.179520338583965,0.678073753158376,0.00969523763729309
1,bafetinib_2.5_BRD-A75975749-001-01-4,G_3-2,4.39537295449099e-13,-0.841063891464285,-1.14400641959119,-0.538121363337383,3.93018266416204e-09
1,bafetinib_2.5_BRD-A75975749-001-01-4,G_4-3,5.02280064207383e-08,0.69689309381579,0.365400259157566,1.02838592847401,0.000102923463656895
1,bafetinib_2.5_BRD-A75975749-001-01-4,G_6-3,3.59726137766359e-10,0.755911834106383,0.441115736679072,1.07070793153369,1.53834536775755e-06
1,XL-647_2.499986292_BRD-K03765900-001-01-9,G_6-3,1.86209739109211e-05,-0.832540718478724,-1.32128804634713,-0.343793390610314,0.0115919098223442
1,UNC0631_2.499994836_BRD-K13060017-001-02-1,G_3-2,1.1729057208365e-05,-0.77573369265357,-1.22236343503893,-0.32910395026821,0.00812427189366454
1,bis(maltolato)oxovanadium(IV)_2.5_BRD-K16180792-001-01-7,G_3-1,2.44135423577152e-05,-1.26679979847981,-2.01923904683991,-0.514360550119709,0.0140514183419329
1,bis(maltolato)oxovanadium(IV)_2.5_BRD-K16180792-001-01-7,G_3-2,3.25606208662066e-12,-1.30166973976964,-1.78958767812684,-0.813751801412446,2.46353657473719e-08
1,bis(maltolato)oxovanadium(IV)_2.5_BRD-K16180792-001-01-7,G_6-3,1.56594617273242e-08,1.10275697076835,0.595747724462451,1.60976621707425,3.75666667457598e-05
1,BNC105_2.49996519_BRD-K20468903-001-01-6,G_4-2,2.61584680606441e-05,-1.00633038429802,-1.60586860273376,-0.406792165862283,0.0148722231301089
1,EGF816_2.500015058_BRD-K22514639-001-05-7,G_3-2,3.55048937096258e-05,0.445303302943928,0.17638080992637,0.714225795961485,0.0187752168574805
1,resibufogenin_2.50000335_BRD-K25970317-001-01-6,G_4-2,3.91597279159051e-07,-1.20842790503101,-1.82181938135551,-0.59503642870651,0.000508105897471864
1,BIX-01294_2.5_BRD-K26818574-305-07-6,G_3-2,3.14435418182768e-05,-0.874033272857141,-1.39900780362895,-0.34905874208533,0.0171817993675671
1,beta-lapachone_2.5_BRD-K28061410-001-06-6,G_3-2,3.43186794538042e-08,-1.07137417050286,-1.57525951729653,-0.567488823709178,7.6716288039029e-05
1,beta-lapachone_2.5_BRD-K28061410-001-06-6,G_4-3,4.95353276614985e-05,0.899255985929079,0.347882816291411,1.45062915556675,0.0235371775755057
1,beta-lapachone_2.5_BRD-K28061410-001-06-6,G_6-3,9.57115721189616e-06,0.917046854520904,0.393445425226001,1.44064828381581,0.00692205794888002
1,atiprimod_2.300987371_BRD-K38527262-300-01-0,G_3-1,2.00600917932281e-06,-1.40605051869808,-2.16176554057246,-0.650335496823697,0.00193438285156699
1,atiprimod_2.300987371_BRD-K38527262-300-01-0,G_3-2,1.13798914735952e-09,-1.14354511345357,-1.63358722152028,-0.653503005386867,3.85966677779268e-06
1,atiprimod_2.300987371_BRD-K38527262-300-01-0,G_4-3,0,1.64641510032763,1.11018980205298,2.18264039860228,0
1,atiprimod_2.300987371_BRD-K38527262-300-01-0,G_6-3,2.06501482580279e-14,1.48308310386011,0.973866573093481,1.99229963462673,3.38517880393851e-10
1,poziotinib_2.5_BRD-K50010139-001-02-3,G_3-2,3.17829943736747e-05,0.75795912764607,0.302484868525678,1.21343338676646,0.0172069283659556
1,poziotinib_2.5_BRD-K50010139-001-02-3,G_6-3,1.232051539235e-06,-0.896274683548618,-1.36957079068889,-0.422978576408344,0.00131719701408778
1,vindesine_2.5_BRD-K59753975-001-02-6,G_4-2,0.000104677430837752,-0.906451718420957,-1.48241991351751,-0.330483523324407,0.0418531005786163
1,deslanoside_2.5_BRD-K99919177-001-01-3,G_4-2,1.57139626607572e-05,-0.937849151936088,-1.48445935251082,-0.391238951361357,0.00997157380249521
1,danusertib_2.41_BRD-K07881437-001-04-6,G_4-3,3.97175638132685e-05,-1.42457524613012,-2.28878348820324,-0.560367004056997,0.0201572384392278
1,R406_2.5_BRD-K20285085-074-04-5,G_4-3,4.46186145242056e-06,-0.999766371739765,-1.5531668998772,-0.446365843602333,0.00359721121915723
1,R406_2.5_BRD-K20285085-074-04-5,G_6-3,8.29257813472761e-06,-0.915038244790592,-1.43411967633719,-0.395956813243999,0.00604178814944843
1,simvastatin_2.42_BRD-K22134346-001-24-9,G_4-2,4.0313701670569e-05,-1.61293183756111,-2.59206830504562,-0.633795370076595,0.0202421043895879
1,GDC-0879_2.38_BRD-K67578145-001-09-7,G_3-1,5.93486161004631e-06,-1.21903033176457,-1.90137578911457,-0.536684874414582,0.00449031629416104
1,GDC-0879_2.38_BRD-K67578145-001-09-7,G_3-2,2.26144658554972e-11,-1.14863831895297,-1.59661047626668,-0.700666161639247,1.21866436941786e-07
1,GDC-0879_2.38_BRD-K67578145-001-09-7,G_4-3,3.94450363483401e-08,1.04696936200453,0.553050624319131,1.54088809968993,8.4342062720653e-05
1,GDC-0879_2.38_BRD-K67578145-001-09-7,G_6-3,5.73521896640727e-10,1.10133779257374,0.638049392238577,1.5646261929089,2.35043611290786e-06
1,3-deazaneplanocin-A_2.67_BRD-K77791657-003-01-7,G_6-3,8.58784342160357e-05,-1.04869034275588,-1.70830791603806,-0.389072769473692,0.0353423892578278
1,azodicarbonamide_2.5_BRD-K87036601-001-01-6,G_5-1,0.000100086493412421,1.14047495101538,0.417072129059906,1.86387777297085,0.0403455217994217
1,azodicarbonamide_2.5_BRD-K87036601-001-01-6,G_5-2,4.66062708784909e-05,1.11939129551355,0.43462061531163,1.80416197571548,0.0222529106362457
1,azodicarbonamide_2.5_BRD-K87036601-001-01-6,G_5-3,3.9757866744039e-05,1.13770174235263,0.446755208428464,1.82864827627679,0.0201572384392278
1,azodicarbonamide_2.5_BRD-K87036601-001-01-6,G_5-4,7.69053341742598e-06,1.218598288905,0.528515978626026,1.90868059918396,0.0056874096682044
1,azodicarbonamide_2.5_BRD-K87036601-001-01-6,G_6-5,2.44290503718103e-05,-1.15652532027499,-1.84386375364249,-0.469186886907497,0.0140514183419329
1,U-0126_2.38_BRD-K91701654-001-03-1,G_3-1,3.70520951615827e-05,-1.34464216695466,-2.15779560322477,-0.531488730684541,0.0193849466803348
1,U-0126_2.38_BRD-K91701654-001-03-1,G_4-3,1.89345802825702e-05,1.00252524103158,0.413920576838622,1.59112990522454,0.0117130028140443
1,U-0126_2.38_BRD-K91701654-001-03-1,G_6-3,3.20848239132587e-06,1.01011478386562,0.45801239839698,1.56221716933426,0.0027682448337371
1,10-deacetylbaccatin_2.43_BRD-K96631475-001-02-4,G_2-1,1.54687243635321e-05,2.32488441496363,0.971596459231178,3.67817237069608,0.00987969344771617
1,10-deacetylbaccatin_2.43_BRD-K96631475-001-02-4,G_6-2,0.000124713623661066,-1.36060550496363,-2.23228853925853,-0.488922470668739,0.0484845161899412
1,PD-184352_2.5_BRD-K05104363-001-10-0,G_4-3,2.36491688843099e-06,1.17662932013639,0.540843211897563,1.81241542837521,0.00215378236400273
1,PD-184352_2.5_BRD-K05104363-001-10-0,G_6-3,0.000110441308895259,0.976687252363888,0.354740951331464,1.59863355339631,0.0436256476318068
1,dabrafenib_2.5_BRD-K09951645-001-06-8,G_3-1,9.32645803031207e-07,-1.39852613651688,-2.12920877243958,-0.66784350059418,0.00104242245334709
1,dabrafenib_2.5_BRD-K09951645-001-06-8,G_3-2,8.80406858527749e-14,-1.39815546181111,-1.88054993465505,-0.915760988967167,9.62167308789692e-10
1,dabrafenib_2.5_BRD-K09951645-001-06-8,G_4-3,8.19902639115355e-08,1.07557617550111,0.556800955280309,1.59435139572191,0.0001493407107002
1,dabrafenib_2.5_BRD-K09951645-001-06-8,G_6-3,5.23314724887314e-12,1.34316381063838,0.835681301815763,1.850646319461,3.4314793140311e-08
1,tipiracil_2.5_BRD-K11973162-003-01-8,G_5-0,6.28463851802819e-05,2.279512488,0.867266550626515,3.69175842537348,0.028485920523328
1,tipiracil_2.5_BRD-K11973162-003-01-8,G_5-1,2.70587500095232e-06,2.16439639976922,0.989336751900195,3.33945604763825,0.00244169223251072
1,tipiracil_2.5_BRD-K11973162-003-01-8,G_5-2,2.36461388647413e-06,2.06097315198214,0.947689215912084,3.17425708805219,0.00215378236400273
1,tipiracil_2.5_BRD-K11973162-003-01-8,G_5-3,5.47965212871482e-07,2.1918934043611,1.067996416719,3.31579039200321,0.000657704098096442
1,tipiracil_2.5_BRD-K11973162-003-01-8,G_5-4,5.48320787774337e-07,2.18740344902563,1.06578386390128,3.30902303414999,0.000657704098096442
1,tipiracil_2.5_BRD-K11973162-003-01-8,G_6-5,3.92607090504704e-07,-2.20722254611627,-3.32629444007992,-1.08815065215263,0.000508105897471864
1,nafcillin_2.5_BRD-K18574842-236-17-7,G_5-2,1.91806500510205e-05,1.72303329875001,0.710841524019853,2.73522507348016,0.0117910648607392
1,nafcillin_2.5_BRD-K18574842-236-17-7,G_5-3,1.0902595992679e-05,1.78129532250001,0.759454218287973,2.80313642671204,0.00777070678730378
1,nafcillin_2.5_BRD-K18574842-236-17-7,G_5-4,4.1712053593046e-05,1.67623751675001,0.65708901564822,2.69538601785179,0.0207165072174166
1,nafcillin_2.5_BRD-K18574842-236-17-7,G_6-5,2.30798868520177e-05,-1.7173148884091,-2.73425504780192,-0.700374729016272,0.013593362341262
1,CEP-32496_2.5_BRD-K20722021-001-02-1,G_4-3,1.79478135671207e-05,0.893533064241667,0.370121209494981,1.41694491898835,0.0112440194065915
1,CEP-32496_2.5_BRD-K20722021-001-02-1,G_6-3,5.92787094078062e-07,0.995535301530304,0.483517088553024,1.50755351450758,0.000702474132522049
1,cytochalasin-b_1.04_BRD-K47000838-001-01-6,G_5-0,2.42596951739449e-05,3.01995758416668,1.22773809251929,4.81217707581407,0.0140514183419329
1,cytochalasin-b_1.04_BRD-K47000838-001-01-6,G_5-1,2.25773596262968e-07,2.99426372103847,1.50304696549524,4.4854804765817,0.000347358010885114
1,cytochalasin-b_1.04_BRD-K47000838-001-01-6,G_5-2,4.05964440575168e-06,2.56171766757144,1.14889776336023,3.97453757178265,0.00335340754988601
1,cytochalasin-b_1.04_BRD-K47000838-001-01-6,G_5-3,3.30059824493745e-05,2.37083206575001,0.944543602423188,3.79712052907683,0.0176434914225847
1,cytochalasin-b_1.04_BRD-K47000838-001-01-6,G_5-4,1.02140795010808e-06,2.71400955722501,1.29147943630253,4.13653967814749,0.00111626270174145
1,cytochalasin-b_1.04_BRD-K47000838-001-01-6,G_6-5,4.87140661986629e-06,-2.55561606281819,-3.97506377465614,-1.13616835098025,0.00386404687352265
1,aztreonam_2.62_BRD-K62607865-001-09-7,G_5-1,2.7263756562812e-05,2.0998309448577,0.847262540619532,3.35239934909586,0.015150330892684
1,aztreonam_2.62_BRD-K62607865-001-09-7,G_5-2,1.12237754995581e-05,2.06623537531965,0.879517504617418,3.25295324602188,0.00788534364703954
1,aztreonam_2.62_BRD-K62607865-001-09-7,G_5-3,6.61354745106202e-05,1.92867665992223,0.730645684310117,3.12670763553434,0.0291701928337022
1,aztreonam_2.62_BRD-K62607865-001-09-7,G_5-4,6.92085419662369e-06,2.12168596026501,0.926811857005952,3.31656006352406,0.00515698012932964
1,aztreonam_2.62_BRD-K62607865-001-09-7,G_6-5,8.35213033985038e-05,-1.89810450869546,-3.09038949926256,-0.705819518128357,0.0346623981420677
1,fluvastatin_2.63_BRD-K66296774-236-11-3,G_4-2,1.94212440763897e-05,-1.64792106289286,-2.61650705431847,-0.679335071467239,0.0118648119556866
1,bekanamycin_2.5_BRD-K73425385-065-04-8,G_5-2,4.42865134420156e-05,1.55631891076072,0.607485362682576,2.50515245883886,0.0213526122016165
1,bekanamycin_2.5_BRD-K73425385-065-04-8,G_5-3,4.09946968825681e-05,1.57671123614445,0.618832359149948,2.53459011313895,0.0204677989643433
1,bekanamycin_2.5_BRD-K73425385-065-04-8,G_5-4,8.55000358865876e-05,1.519191997255,0.563837179659566,2.47454681485044,0.0353345064274495
1,bekanamycin_2.5_BRD-K73425385-065-04-8,G_6-5,3.81287190767132e-05,-1.57432372086819,-2.52760842808396,-0.621039013652415,0.0197382344786703
1,MEK162_2.5_BRD-K82244583-001-01-3,G_3-1,2.62248728399861e-07,-2.04689653100384,-3.07129064174027,-1.02250242026742,0.000373829861274689
1,MEK162_2.5_BRD-K82244583-001-01-3,G_4-3,7.88334589749695e-05,1.161093663465,0.433787095245958,1.88840023168404,0.0331363305891455
2,CID-5458317_2.5_BRD-A08840375-001-01-3,G_5-3,3.86558145942795e-05,1.85410477021292,0.751310548752483,2.95689899167336,0.0111357262616062
2,doramectin_2.5_BRD-A16350940-001-01-9,G_3-0,0.000104688924985163,-0.297935593316858,-0.483946011278164,-0.111925175355553,0.0246932367020373
2,SB-205384_2.5_BRD-A22707317-001-10-8,G_4-3,0.000101978679165615,-0.664145557279763,-1.07831448667314,-0.249976627886389,0.0242985808764443
2,bruceantin_2.5_BRD-A36057565-001-01-0,G_4-2,0.000140275274056134,1.21348750982759,0.44437361972091,1.98260139993427,0.0305437694848709
2,bruceantin_2.5_BRD-A36057565-001-01-0,G_4-3,0.000243861104966214,1.27744187634301,0.443586701604399,2.11129705108163,0.0467318712375322
2,necrostatin-1_2.5_BRD-A36318220-001-08-8,G_4-3,4.97423029397481e-05,0.556225608205077,0.221296795205501,0.891154421204652,0.0137653010773027
2,mepacrine_2.5_BRD-A45889380-300-07-1,G_4-3,1.83245785922992e-06,-0.688661931342885,-1.0496330951281,-0.327690767557665,0.00110088429850659
2,k-strophanthidin_1.24_BRD-A55312468-001-04-7,G_4-2,1.65237715399336e-07,1.62741096790517,0.842157700285688,2.41266423552465,0.00015083842877168
2,BNTX_2.5_BRD-A55484088-050-02-5,G_5-2,8.31565947152502e-05,1.77558411522989,0.679525260566923,2.87164296989285,0.0208009859164944
2,LGX818_2.5_BRD-A56085258-001-01-8,G_3-0,1.20015108961979e-13,-1.6587228810296,-2.12620258611937,-1.19124317593984,1.05740916023223e-09
2,LGX818_2.5_BRD-A56085258-001-01-8,G_3-1,4.81653209740696e-05,-1.8061807657421,-2.89211090820161,-0.720250623282602,0.0134346841716958
2,LGX818_2.5_BRD-A56085258-001-01-8,G_3-2,1.20348175869367e-13,-1.65854461851452,-2.13494739318625,-1.18214184384279,1.05740916023223e-09
2,LGX818_2.5_BRD-A56085258-001-01-8,G_4-3,1.19126930542279e-13,1.95009441916969,1.38724649993625,2.51294233840313,1.05740916023223e-09
2,LGX818_2.5_BRD-A56085258-001-01-8,G_5-3,1.79967152291738e-13,2.23848934825877,1.4826194651538,2.99435923136375,1.26498911345863e-09
2,PD-318088_2.5_BRD-A57798112-001-03-7,G_3-0,2.32954455725576e-09,-1.26255095407492,-1.80045398083518,-0.724647927314664,4.19855607511557e-06
2,PD-318088_2.5_BRD-A57798112-001-03-7,G_3-1,8.30838917853516e-06,-2.24596653389211,-3.49548625446907,-0.996446813315146,0.00349698607999543
2,PD-318088_2.5_BRD-A57798112-001-03-7,G_3-2,3.37602501510048e-10,-1.35139689714038,-1.89956720627434,-0.803226588006426,8.59246391538005e-07
2,PD-318088_2.5_BRD-A57798112-001-03-7,G_5-3,1.26354005036688e-09,2.0742750406421,1.20453739528054,2.94401268600366,2.58572358924347e-06
2,PD-318088_2.5_BRD-A57798112-001-03-7,G_5-4,1.02698386191813e-05,1.62362068730185,0.712354017649133,2.53488735695457,0.00412495403738431
2,golgicide-a_2.5_BRD-A57886255-001-01-1,G_3-0,1.81472603300037e-06,-1.03334245598766,-1.57501620092321,-0.491668711052121,0.00109963011085859
2,peruvoside_0.91_BRD-A72716251-001-01-5,G_5-2,8.40660948298044e-06,1.79595234798851,0.796190743413017,2.79571395256401,0.00351726536046842
2,peruvoside_0.91_BRD-A72716251-001-01-5,G_5-3,2.68686243530825e-05,1.78374294254387,0.7398531896017,2.82763269548603,0.00841252746009986
2,BI-D1870_2.5_BRD-A81370665-001-03-6,G_4-3,1.88419762160441e-05,-0.712439938398498,-1.12290778013911,-0.301972096657889,0.00646050004012556
2,NSC-663284_2.5_BRD-K03109492-001-02-2,G_5-3,8.67836079898599e-06,2.48337503864036,1.09912637850705,3.86762369877367,0.00356726304421477
2,cobimetinib_2.5_BRD-K03390685-001-01-7,G_5-3,2.00520910986768e-08,2.65539950130703,1.45430340646337,3.85649559615069,2.6101138580111e-05
2,cobimetinib_2.5_BRD-K03390685-001-01-7,G_5-4,3.4969273687846e-07,2.53033535533334,1.27882187724999,3.7818488334167,0.000296155029033965
2,octenidine_2.5_BRD-K04568635-300-01-4,G_4-3,1.79456408775369e-05,1.39343111951452,0.59240722173365,2.19445501729539,0.00630699548641034
2,AZ-628_2.5_BRD-K05804044-001-06-0,G_3-0,9.74775815620887e-14,-1.70635921576316,-2.19529577938669,-1.21742265213963,1.05740916023223e-09
2,AZ-628_2.5_BRD-K05804044-001-06-0,G_3-1,2.63048527693321e-06,-2.13663509726316,-3.27240836486931,-1.000861829657,0.00140863299189803
2,AZ-628_2.5_BRD-K05804044-001-06-0,G_3-2,9.67004254448511e-14,-1.71500557841833,-2.21327477173868,-1.21673638509798,1.05740916023223e-09
2,AZ-628_2.5_BRD-K05804044-001-06-0,G_4-3,8.74031222619642e-07,1.17722501489279,0.576304247452844,1.77814578233273,0.000614356546379346
2,AZ-628_2.5_BRD-K05804044-001-06-0,G_5-3,3.43314265904837e-12,2.16282514692982,1.37226157985282,2.95338871400683,2.01096331253758e-08
2,BMS-599626_2.5_BRD-K07106112-003-03-8,G_2-0,4.24208918570201e-05,0.448397664705388,0.180460970326871,0.716334359083905,0.012071921006599
2,BMS-599626_2.5_BRD-K07106112-003-03-8,G_3-0,1.30473709070156e-06,0.584460492525987,0.281786877353598,0.887134107698377,0.000841375872526722
2,PF-05212384_2.5_BRD-K07955840-001-02-3,G_4-0,1.5665246877461e-13,2.13773816313392,1.41658623929828,2.85889008696956,1.2234557811297e-09
2,PF-05212384_2.5_BRD-K07955840-001-02-3,G_4-2,1.66787694766413e-11,1.94165887533897,1.20715367533363,2.6761640753443,7.34767677951219e-08
2,PF-05212384_2.5_BRD-K07955840-001-02-3,G_4-3,2.24991391073459e-08,1.74695867184774,0.954269347684123,2.53964799601135,2.86368736060076e-05
2,PF-05212384_2.5_BRD-K07955840-001-02-3,G_5-4,5.8685399206837e-08,-2.35167387215475,-3.44982525397585,-1.25352249033365,6.24999501552814e-05
2,gambogic-acid_0.8_BRD-K08542803-001-03-1,G_4-3,6.65452905121988e-05,1.48610811477443,0.57886104585212,2.39335518369675,0.0174532405600838
2,trametinib_2.5_BRD-K12343256-001-08-9,G_3-0,0.000172886136488026,-1.00499486993421,-1.64892829260945,-0.361061447258974,0.0359531554252762
2,trametinib_2.5_BRD-K12343256-001-08-9,G_3-1,0.000111052765994546,-2.38873171938421,-3.88455433116129,-0.892909107607123,0.0257620426460615
2,trametinib_2.5_BRD-K12343256-001-08-9,G_3-2,1.00874656422389e-05,-1.17413932586842,-1.83263851298917,-0.515640138747671,0.00407498827582168
2,trametinib_2.5_BRD-K12343256-001-08-9,G_5-3,4.30034897469511e-07,2.09070204460088,1.04952341026539,3.13188067893637,0.000349623958043571
2,trametinib_2.5_BRD-K12343256-001-08-9,G_5-4,1.25823489564025e-05,1.91648360902381,0.831600309879538,3.00136690816807,0.00483285960735263
2,AT-7519_2.5_BRD-K13390322-001-06-3,G_3-1,0.000146941920918575,-2.59999576236844,-4.25132534278722,-0.948666181949662,0.0315857725424056
2,midostaurin_2.5_BRD-K13646352-001-03-8,G_5-2,8.55583044169217e-05,1.57963299899426,0.603243279896025,2.55602271809249,0.0211756803431881
2,PLX-4720_2.5_BRD-K16478699-001-09-2,G_3-0,1.18247741265343e-07,-0.796841628915981,-1.17723050015602,-0.41645275767594,0.000115439357410291
2,PLX-4720_2.5_BRD-K16478699-001-09-2,G_3-2,9.85123226993068e-07,-0.753847516568784,-1.14035598179856,-0.367339051339008,0.000665810688705219
2,PLX-4720_2.5_BRD-K16478699-001-09-2,G_4-3,9.81713332448564e-06,0.823259097432331,0.36201550868249,1.28450268618217,0.00401189710103544
2,PLX-4720_2.5_BRD-K16478699-001-09-2,G_5-3,4.69568801765297e-05,1.02129749662281,0.408055668563295,1.63453932468232,0.0132023964304331
2,LY2874455_2.5_BRD-K17203476-001-01-9,G_3-2,2.29764915071762e-06,1.42041742222232,0.669025688672206,2.17180915577243,0.00130243353874146
2,LY2874455_2.5_BRD-K17203476-001-01-9,G_5-2,1.19905775799456e-05,2.02065175057759,0.878875535837127,3.16242796531805,0.00463086647304602
2,PD-168393_2.5_BRD-K17702546-001-03-2,G_2-0,0.000124154387245334,0.595613318092673,0.220449674189804,0.970776961995542,0.028060488358439
2,PD-168393_2.5_BRD-K17702546-001-03-2,G_3-0,1.84762849464448e-09,1.00036153641118,0.576559426570596,1.42416364625177,3.50999478077191e-06
2,PD-168393_2.5_BRD-K17702546-001-03-2,G_5-3,6.65087888441773e-05,-1.12228954514035,-1.80753694248638,-0.437042147794327,0.0174532405600838
2,JTC-801_2.5_BRD-K17705806-003-04-4,G_3-2,1.51303121409541e-06,-1.14871610056806,-1.74700114979743,-0.550431051338686,0.000949562178917557
2,digoxigenin_2.5_BRD-K18619710-001-14-4,G_4-2,0.00012966264813119,1.25305152166256,0.462215466094276,2.04388757723085,0.0288573124262489
2,U-0126_2.5_BRD-K18787491-001-08-6,G_3-0,8.55279670789466e-05,-0.608866112181664,-0.985140264955338,-0.23259195940799,0.0211756803431881
2,saracatinib_2.5_BRD-K19540840-001-09-4,G_3-0,5.38907016689461e-06,0.863424874970066,0.39131412796851,1.33553562197162,0.00247580223549688
2,saracatinib_2.5_BRD-K19540840-001-09-4,G_4-3,4.32971740316201e-06,-1.0591934611906,-1.63334527337301,-0.485041649008197,0.00209886783633281
2,GGTI-298_2.5_BRD-K19669037-001-01-1,G_3-0,6.04473245781056e-05,-0.494743433552206,-0.79529261571826,-0.194194251386153,0.0162790898260346
2,GGTI-298_2.5_BRD-K19669037-001-01-1,G_3-2,2.28083761969478e-05,-0.524296388524954,-0.828758331812608,-0.2198344452373,0.0073603153139958
2,GGTI-298_2.5_BRD-K19669037-001-01-1,G_4-3,0.000141568779072121,0.579251768156627,0.212065702733864,0.94643783357939,0.0307125601264796
2,lapatinib_2.5_BRD-K19687926-379-07-4,G_2-0,8.4786359917377e-06,0.524618001059051,0.232439350232945,0.816796651885158,0.00352419611119812
2,lapatinib_2.5_BRD-K19687926-379-07-4,G_3-0,1.15264119127101e-06,0.640029598901973,0.309971154586033,0.970088043217913,0.000757188311536816
2,lapatinib_2.5_BRD-K19687926-379-07-4,G_4-2,9.75076578701994e-07,-0.723518230550124,-1.09439425669703,-0.352642204403219,0.000665418764242361
2,lapatinib_2.5_BRD-K19687926-379-07-4,G_4-3,1.26366734298777e-07,-0.838929828393046,-1.24032643953496,-0.43753321725113,0.000120031320998122
2,lapatinib_2.5_BRD-K19687926-379-07-4,G_5-3,0.00015061852239262,-0.838835985647808,-1.37250885958572,-0.305163111709899,0.0319251021405133
2,SKI-II_2.5_BRD-K20755323-001-05-9,G_4-0,5.90784482845663e-06,0.504410234805806,0.227587078134133,0.781233391477479,0.00269019926477155
2,SKI-II_2.5_BRD-K20755323-001-05-9,G_4-1,7.27406478248094e-05,0.896244471004764,0.346624729742876,1.44586421226665,0.0188669377697633
2,SKI-II_2.5_BRD-K20755323-001-05-9,G_4-2,3.05290983604323e-08,0.613821293593844,0.332674121945549,0.89496846524214,3.63710224365218e-05
2,mitoxantrone_2.5_BRD-K21680192-300-14-4,G_2-1,0.000215214342539904,-2.13301094425287,-3.51591103630873,-0.750110852197014,0.0423737146698315
2,mitoxantrone_2.5_BRD-K21680192-300-14-4,G_3-1,8.74523490441703e-05,-2.28934051666667,-3.70594742460259,-0.872733608730736,0.021493096553548
2,U-18666A_2.5_BRD-K22025381-003-01-9,G_4-0,3.14225613307073e-08,-0.924554278147327,-1.34838839427834,-0.500720162016311,3.68115305989236e-05
2,U-18666A_2.5_BRD-K22025381-003-01-9,G_4-2,2.27496910198965e-11,-1.12946185226047,-1.55991631434733,-0.699007390173617,8.41618832520276e-08
2,U-18666A_2.5_BRD-K22025381-003-01-9,G_4-3,2.06563655069658e-11,-1.225036422822,-1.6909143716548,-0.759158473989196,8.06631073047014e-08
2,U-18666A_2.5_BRD-K22025381-003-01-9,G_5-4,0.000203695425140094,0.99836330056191,0.352959738692919,1.6437668624309,0.0407913146242086
2,AV-412_2.5_BRD-K23190681-001-01-1,G_2-0,7.90781735735546e-05,0.960342455128351,0.369049063074694,1.55163584718201,0.0199232807451902
2,AV-412_2.5_BRD-K23190681-001-01-1,G_3-0,2.02168984553275e-07,1.37414569555848,0.706734902149062,2.0415564889679,0.000182185358003201
2,MK-8745_2.5_BRD-K25279140-001-01-5,G_3-2,4.09815684325743e-05,1.03594367795826,0.417858483446837,1.65402887246967,0.0117575283474516
2,GSK2110183_2.5_BRD-K25412176-001-01-9,G_5-0,3.37971283722593e-05,-1.07845882304644,-1.71620759007227,-0.440710056020597,0.00993974959533936
2,GSK2110183_2.5_BRD-K25412176-001-01-9,G_4-2,6.29473049069684e-05,-0.765225288238053,-1.2311718451398,-0.299278731336303,0.0168045466228954
2,GSK2110183_2.5_BRD-K25412176-001-01-9,G_5-2,3.73139583675908e-08,-1.39385314567615,-2.03598511732468,-0.751721174027627,4.23031957041606e-05
2,GSK2110183_2.5_BRD-K25412176-001-01-9,G_5-3,1.74914092720968e-06,-1.28062625724957,-1.95110108062015,-0.610151433878983,0.00106910535455277
2,adenine_2.5_BRD-K26060080-065-05-6,G_4-0,0.000233683459895606,0.371072588563364,0.129453029722725,0.612692147404003,0.0456266955446171
2,PD-153035_2.5_BRD-K26603252-003-04-9,G_2-0,0.000109074687868582,0.521828903472302,0.19544242856248,0.848215378382124,0.0253869530141809
2,PD-153035_2.5_BRD-K26603252-003-04-9,G_3-0,1.76923273779162e-05,0.641009621554245,0.272911391486715,1.00910785162177,0.00624921452961673
2,PD-153035_2.5_BRD-K26603252-003-04-9,G_4-2,0.000148923779779819,-0.65493799991143,-1.07119826482449,-0.238677734998368,0.0317502372018303
2,PD-153035_2.5_BRD-K26603252-003-04-9,G_4-3,2.30107600632801e-05,-0.774118717993372,-1.22383060811891,-0.324406827867838,0.00737652586633463
2,TAK-733_2.5_BRD-K26667523-001-02-5,G_3-1,6.13336733739089e-05,-2.96078366192982,-4.76135237311123,-1.16021495074842,0.0164547477154659
2,TAK-733_2.5_BRD-K26667523-001-02-5,G_5-3,1.15869973523752e-05,2.40569673542983,1.04846700264744,3.76292646821222,0.00455000024524275
2,BIX-01294_2.5_BRD-K26818574-305-04-3,G_3-0,3.05931402433401e-09,-1.24522805929112,-1.7798448758675,-0.710611242714737,5.24485811635214e-06
2,BIX-01294_2.5_BRD-K26818574-305-04-3,G_3-2,3.42280537246609e-10,-1.3420165703922,-1.88683794344891,-0.79719519733548,8.59246391538005e-07
2,BIX-01294_2.5_BRD-K26818574-305-04-3,G_4-3,2.26430888623508e-05,1.11938208115808,0.469214263522051,1.76954989879411,0.0073603153139958
2,BIX-01294_2.5_BRD-K26818574-305-04-3,G_5-3,4.373025452864e-06,1.5940624300807,0.729638271658789,2.45848658850262,0.00210534218549185
2,AST-1306_2.5_BRD-K26838195-075-04-9,G_3-0,3.83001570680719e-07,0.77737677868676,0.391638990433028,1.16311456694049,0.000320490242894616
2,AST-1306_2.5_BRD-K26838195-075-04-9,G_4-2,0.000188880999623886,-0.673198987052094,-1.10664009575858,-0.239757878345605,0.0387068380861893
